x,y
4.334806502527624,21.39290915076205
5.070652119866532,19.01267997256369
5.918745348533957,16.680982305603322
6.753859743257324,14.741977249900568
7.306997123352423,12.71712496961171
8.016316388460343,10.767875407646867
8.883690467456201,8.9366425761344
9.459919480703363,7.154462842095534
9.959378758797833,5.761117172248519
10.644725767723239,4.471125159246218
11.086165749756937,3.337912841849791
11.584762694619943,2.5308039791515737
12.11200134282872,1.9279231437674769
12.313085857029009,1.6160255553320355
12.712379152957793,1.165512209162987
13.177419636551877,1.0528549368585096
13.454315316768913,1.0328378458184981
13.887095216827758,0.9709777782766362
14.04793106808665,1.3678212881497291
14.268259631687773,1.6456458020168865
14.819026409887686,2.194022072640974
14.909444693220797,2.253590549785538
15.199213998113493,2.6237198448615673
15.315577238963755,2.885072270196473
15.678677043672781,3.019292086944854
16.03314291695788,3.428698199091148
16.214221674016745,3.476190088288702
16.69693456988725,3.452814034496591
16.95634973888843,3.1204606314154875
17.37503075663742,3.0356789255471734
17.765382724223066,2.271380855268844
18.467136876264757,1.8114060453296141
18.771449510737668,1.1402477577833978
19.189656807286433,-0.16806203592267782
19.92671897245613,-1.247888345448032
20.2900924255843,-2.396922246416151
21.00984927652756,-3.7182328443241346
21.368270008098502,-5.076389403075285
21.994694475180935,-6.107914324168771
22.689148786722935,-7.307816172107412
23.256578143503663,-8.097637933270939
23.679517331256328,-9.012251951683144
24.094365646711015,-9.360133210579711
24.482977221575613,-10.006304824997835
24.737424219012667,-10.198197045718292
25.153125232175764,-10.160872610949074
25.48982784689101,-10.29628838294742
25.92692411290167,-9.954124053066748
26.11900761819211,-9.540392529635536
26.153255730294006,-9.433492175254163
26.591408020924035,-8.77854712047541
26.73713415673202,-8.231303294608455
26.914097918727794,-7.586915220538489
27.240557834991414,-7.153860279307909
27.473169540497675,-6.492675043991496
27.648302988844765,-5.611029433305887
27.651892093900603,-4.91378673275207
27.881972002583296,-4.180900148527763
28.120281258371676,-3.419680251686363
28.356760802609987,-2.7596516818852517
28.38162982622687,-1.8971959043387525
28.58002728435239,-1.1134109505210463
28.65606127280471,-0.43172854434545727
28.814534500709655,0.6119148202503987
29.182497714877755,1.2602035498648374
29.40384084835292,1.881764080006679
29.428115847993677,2.8539824535517697
29.70315225415573,3.476381140832396
29.807101091469317,4.4347978814800255
29.87552980273079,5.249360269113583
30.14661213354335,5.8222112416124165
30.43646483426422,6.76260679948725
30.45354983700481,7.4581236990063635
30.790997168583434,8.234982548121813
30.553690440595073,9.059727826618502
31.08372126574802,9.539112131461359
31.202091455791244,10.151931394582062
31.36290907269038,10.764171010448369
31.610962221006606,11.349592483074721
31.62406282692519,11.941228201709551
32.037105176095594,12.424723073903113
32.35025407023243,12.76385745158569
32.742086374233885,13.043068649404718
32.8529388010333,13.03223898442506
33.173284144409834,13.052386530001304
33.60267132918866,12.509932530962825
34.205832861023914,12.124119788653374
34.6885791794873,10.830545246673601
35.24642380159029,9.086716725267982
36.12582450817011,6.812786252885376
37.02904634341289,3.866851362360066
38.2818565328088,-0.4090766478431381
39.570262778099234,-5.969777852317919
