V (mL),pH,NaOH M
1e-08,2.2790179071608936,-9.500762771549295e-08
1.648277267132548,2.382260150522905,-15.82723904588498
3.076870048183385,2.485502393884916,-29.796046247361456
4.3070071900089495,2.5887446372469274,-41.9898463582622
5.357833727559429,2.691986880608938,-52.513793693969745
6.247561504115709,2.7952291239709495,-61.49347155730147
6.994028615539909,2.8984713673329607,-69.07128960181
7.614748456185988,3.001713610694972,-75.40040746529367
8.126643818561185,3.104955854056983,-80.63741274927816
8.545668773486405,3.208198097418994,-84.93526199052435
8.886466032396168,3.3114403407810054,-88.43758797664931
9.162136543457326,3.4146825841430166,-91.27486414934047
9.3841401155871,3.5179248275050274,-93.56240494087069
9.562310674668781,3.6211670708670387,-95.39988006334457
9.704954950663888,3.72440931422905,-96.87191327782551
9.819002058771158,3.8276515575910612,-98.0493552464746
9.91017688085479,3.9308938009530725,-98.9908998272064
9.983177721636489,4.034136044315084,-99.74480792928766
10.041845858173982,4.1373782876770955,-100.35058831859986
10.089320281864948,4.240620531039106,-100.84055123965241
10.128174978087777,4.343862774401117,-101.24119772415445
10.160538725776695,4.447105017763128,-101.57443812375968
10.188198974205513,4.55034726112514,-101.85865189399297
10.212692197911577,4.653589504487151,-102.1096107889768
10.23538350683697,4.756831747849162,-102.34129240358804
10.257538385008099,4.860073991211173,-102.56661254529416
10.280389366618442,4.963316234573184,-102.79810458879733
10.30520029521621,5.066558477935195,-103.04857248925829
10.333330562958874,5.169800721297206,-103.33174170300194
10.36630135982623,5.273042964659218,-103.66292860239209
10.405865395775612,5.376285208021228,-104.05974328410178
10.454080653998474,5.479527451383239,-104.54283159123977
10.513387286319189,5.5827696947452505,-105.13664766420465
10.586684497133742,5.686011938107262,-105.87022565474145
10.677400849298637,5.789254181469273,-106.77788507626325
10.789546539695241,5.892496424831284,-107.89975537820429
10.927729668140008,5.995738668193296,-109.28194006630363
11.097110653143728,6.098980911555307,-110.97606196674403
11.303260974525664,6.202223154917317,-113.03785147805061
11.55188719229525,6.3054653982793285,-115.52438733393684
11.848383719231416,6.40870764164134,-118.4896246721022
12.197195138400751,6.511949885003351,-121.97801834340187
12.60100803482685,6.615192128365362,-126.01644118982212
13.059855661458187,6.718434371727374,-130.60523055725457
13.570296521404938,6.821676615089385,-135.70997396412415
14.124892406847342,6.924918858451396,-141.2562894621592
14.712220377986721,7.028161101813408,-147.12994565825795
15.31756967167912,7.131403345175418,-153.18383138492527
15.92429841685237,7.234645588537431,-159.25152378989662
16.515613173393376,7.33788783189944,-165.16508490214446
17.076382675158868,7.4411300752614515,-170.77320029381056
17.594584423587946,7.544372318623463,-175.95564611136507
18.06211584210048,7.647614561985474,-180.63140145837903
18.47491075866973,7.750856805347485,-184.75981393471264
18.832488623282558,7.854099048709497,-188.3360916591392
19.137165663192537,7.957341292071508,-191.3834160740818
19.39315807087991,8.06058353543352,-193.94397378573777
19.605752066826756,8.16382577879553,-196.07065819450108
19.780635693734705,8.267068022157542,-197.820388709286
19.92342110288443,8.370310265519553,-199.249335414306
20.039342828696064,8.473552508881562,-200.40990425895438
20.133097117175247,8.576794752243575,-201.34913355902876
20.208782961528257,8.680036995605585,-202.10810851210167
20.269909869979756,8.783279238967598,-202.72204420196465
20.3194451618439,8.886521482329607,-203.22076534852783
20.359881590117503,8.98976372569162,-203.62939117253322
20.39331286679051,9.09300596905363,-203.9691016392799
20.42150981421022,9.196248212415643,-204.25791296524145
20.44599350055773,9.299490455777653,-204.5114268108148
20.46810415515907,9.402732699139666,-204.74354221064678
20.489066241151722,9.505974942501675,-204.96713544374091
20.510051084054005,9.609217185863688,-205.19472370075337
20.532239145514243,9.712459429225698,-205.43913591493114
20.55688456366339,9.81570167258771,-205.71422026863183
20.585385082512712,9.91894391594972,-206.03562404125012
20.61936106179911,10.02218615931173,-206.421688764431
20.660747981004477,10.125428402673743,-206.8945131758606
20.711907812187082,10.228670646035752,-207.48124941450862
20.775765934159548,10.331912889397765,-208.2157158083523
20.855982022189046,10.435155132759775,-209.14043460440794
20.95716574783483,10.538397376121788,-210.30923822021515
21.08515141513457,10.641639619483797,-211.79063783249285
21.24735021689739,10.74488186284581,-213.67222080802074
21.453205188749376,10.84812410620782,-216.0664504740572
21.714783056892305,10.951366349569833,-219.11840226453515
22.047550432866853,11.054608592931842,-223.01621626594476
22.471401511521243,11.157850836293855,-228.00543167997353
23.012034430543665,11.261093079655865,-234.408987510656
23.702820356474223,11.364335323017878,-242.65569289125733
24.587384805323516,11.467577566379887,-253.3216960034352
25.723245776867255,11.5708198097419,-267.1924919259899
27.18706745966375,11.67406205310391,-285.3584442659449
29.082468123781158,11.777304296465923,-309.3669792688708
31.552021043035122,11.880546539827932,-341.47453222921877
34.79643551263948,11.983788783189945,-385.0822797997707
39.106635535361754,12.087031026551955,-445.5289441465502
44.920327918752896,12.190273269913968,-531.6224982633073
52.92825252156731,12.293515513275977,-658.8228298454832
64.28983703079105,12.396757756637987,-856.4847870038601
81.11663468530392,12.5,-1186.4078939424044
