V (mL),pH,NaOH M
1e-08,2.2790179071608936,5.55415572446048e-09
1.648277267132548,2.382260150522905,1.0647652289934473
3.076870048183385,2.485502393884916,2.3198330972899424
4.3070071900089495,2.5887446372469274,3.8114436739970166
5.357833727559429,2.691986880608938,5.605027418430639
6.247561504115709,2.7952291239709495,7.788447149531934
6.994028615539909,2.8984713673329607,10.475909774427027
7.614748456185988,3.001713610694972,13.81321515511185
8.126643818561185,3.104955854056983,17.984828582212568
8.545668773486405,3.208198097418994,23.22313041938883
8.886466032396168,3.3114403407810054,29.820097752602795
9.162136543457326,3.4146825841430166,38.141513177898524
9.3841401155871,3.5179248275050274,48.643403704161585
9.562310674668781,3.6211670708670387,61.88948441670456
9.704954950663888,3.72440931422905,78.56635637519574
9.819002058771158,3.8276515575910612,99.48906768146966
9.91017688085479,3.9308938009530725,125.58168089916842
9.983177721636489,4.034136044315084,157.8033212707772
10.041845858173982,4.1373782876770955,196.9681174206435
10.089320281864948,4.240620531039106,243.38211293045066
10.128174978087777,4.343862774401117,296.21783085353223
10.160538725776695,4.447105017763128,352.6409816485192
10.188198974205513,4.55034726112514,407.01075584562
10.212692197911577,4.653589504487151,450.98922327739734
10.23538350683697,4.756831747849162,475.57735360582535
10.257538385008099,4.860073991211173,474.91571808203844
10.280389366618442,4.963316234573184,449.4315191182192
10.30520029521621,5.066558477935195,405.5595501354327
10.333330562958874,5.169800721297206,352.317240648043
10.36630135982623,5.273042964659218,297.68245100923525
10.405865395775612,5.376285208021228,246.8750845185504
10.454080653998474,5.479527451383239,202.42943158604413
10.513387286319189,5.5827696947452505,165.02096622031146
10.586684497133742,5.686011938107262,134.29811684387727
10.677400849298637,5.789254181469273,109.45992092934257
10.789546539695241,5.892496424831284,89.58612769947034
10.927729668140008,5.995738668193296,73.79928076954529
11.097110653143728,6.098980911555307,61.3306181491933
11.303260974525664,6.202223154917317,51.536902906929036
11.55188719229525,6.3054653982793285,43.89491922250652
11.848383719231416,6.40870764164134,37.98750886680546
12.197195138400751,6.511949885003351,33.48783782685043
12.60100803482685,6.615192128365362,30.14485120499629
13.059855661458187,6.718434371727374,27.771045821955624
13.570296521404938,6.821676615089385,26.23285159298846
14.124892406847342,6.924918858451396,25.443570320809044
14.712220377986721,7.028161101813408,25.35871894147175
15.31756967167912,7.131403345175418,25.973636478211702
15.92429841685237,7.234645588537431,27.32327905642105
16.515613173393376,7.33788783189944,29.484217516719443
17.076382675158868,7.4411300752614515,32.57895572488993
17.594584423587946,7.544372318623463,36.78279991872368
18.06211584210048,7.647614561985474,42.333627055493984
18.47491075866973,7.750856805347485,49.5450081475819
18.832488623282558,7.854099048709497,58.82329469639845
19.137165663192537,7.957341292071508,70.6891421484317
19.39315807087991,8.06058353543352,85.80410268651899
19.605752066826756,8.16382577879553,105.0021582824723
19.780635693734705,8.267068022157542,129.32500070713064
19.92342110288443,8.370310265519553,160.05701588527543
20.039342828696064,8.473552508881562,198.7500812295374
20.133097117175247,8.576794752243575,247.21666815809772
20.208782961528257,8.680036995605585,307.4481018055223
20.269909869979756,8.783279238967598,381.378110192006
20.3194451618439,8.886521482329607,470.3596534624839
20.359881590117503,8.98976372569162,574.1785753940053
20.39331286679051,9.09300596905363,689.4806314745401
20.42150981421022,9.196248212415643,807.8440601657188
20.44599350055773,9.299490455777653,914.6070195187914
20.46810415515907,9.402732699139666,990.5990371982488
20.489066241151722,9.505974942501675,1018.3685120511292
20.510051084054005,9.609217185863688,990.6001139559797
20.532239145514243,9.712459429225698,914.2947563075683
20.55688456366339,9.81570167258771,806.7986235883926
20.585385082512712,9.91894391594972,687.3932087450052
20.61936106179911,10.02218615931173,570.9325905473275
20.660747981004477,10.125428402673743,465.9961998830418
20.711907812187082,10.228670646035752,376.02448934745155
20.775765934159548,10.331912889397765,301.2590558518151
20.855982022189046,10.435155132759775,240.34013186111682
20.95716574783483,10.538397376121788,191.31202798832774
21.08515141513457,10.641639619483797,152.15725250533634
21.24735021689739,10.74488186284581,121.0379922319418
21.453205188749376,10.84812410620782,96.37952967761312
21.714783056892305,10.951366349569833,76.87718474885851
22.047550432866853,11.054608592931842,61.47086397817083
22.471401511521243,11.157850836293855,49.309164547520524
23.012034430543665,11.261093079655865,39.713097236587735
23.702820356474223,11.364335323017878,32.14350371624439
24.587384805323516,11.467577566379887,26.173390595446282
25.723245776867255,11.5708198097419,21.46513671785469
27.18706745966375,11.67406205310391,17.75203558742415
29.082468123781158,11.777304296465923,14.823498541405359
31.552021043035122,11.880546539827932,12.513263781185834
34.79643551263948,11.983788783189945,10.690035387978577
39.106635535361754,12.087031026551955,9.250071266098328
44.920327918752896,12.190273269913968,8.111330996851272
52.92825252156731,12.293515513275977,7.208875846502929
64.28983703079105,12.396757756637987,6.491280216520465
81.11663468530392,12.5,5.917863657454645
