V (mL),pH,NaOH M
1e-08,2.279017907160893,5.554155724460489e-09
1.6482772671317432,2.3822601505229044,1.0647652290056502
3.0768700480591398,2.4855023938849157,2.319833098608541
4.307007189867786,2.5887446372469265,3.8114436763561463
5.357833748418671,2.6919868806089378,5.605026745788668
6.247561521406933,2.795229123970949,7.788446415258174
6.994028631275216,2.8984713673329603,10.475908943860375
7.614748471229854,3.0017136106949716,13.813214187246082
8.126643833326288,3.104955854056983,17.984827426071668
8.54566878818381,3.208198097418994,23.223129011402982
8.886466047136373,3.3114403407810054,29.820096013519656
9.162136558294845,3.4146825841430166,38.1415110088679
9.384140130542692,3.5179248275050274,48.64340098180784
9.562310689742269,3.6211670708670387,61.88948098706007
9.704954965842314,3.72440931422905,78.5663520464751
9.819002074034081,3.827651557591061,99.48906221595927
9.910176896177505,3.930893800953072,125.58167400523072
9.983177736991589,4.034136044315083,157.8033125976555
10.041845873531498,4.137378287677095,196.96810656242783
10.089320297191238,4.240620531039106,243.38209945274676
10.128174993343062,4.343862774401117,296.21781436842844
10.160538740910825,4.447105017763128,352.6409619759725
10.188198989151296,4.55034726112514,407.01073328929505
10.21269221257441,4.65358950448715,450.9891989625114
10.23538352107861,4.756831747849161,475.57732965719356
10.257538398621376,4.860073991211173,474.91569733038494
10.280389379287408,4.963316234573184,449.4315043024022
10.305200306453502,5.066558477935195,405.55954307433797
10.333330572006943,5.169800721297206,352.31724191856443
10.36630136550179,5.273042964659218,297.68246018331547
10.405865396225112,5.376285208021228,246.87510062781325
10.45408064631497,5.479527451383239,202.42945351934662
10.51338726594503,5.5827696947452505,165.02099295853682
10.586684456935446,5.686011938107262,134.2981475617407
10.677400778146461,5.789254181469273,109.45995502202187
10.789546420306596,5.892496424831284,89.58616477837619
10.927729473851361,5.995738668193296,73.79932065277495
11.097110343164175,6.098980911555307,61.33066085997218
11.303260487111851,6.202223154917318,51.53694868749791
11.551886435203409,6.305465398279329,43.89496856969862
11.848382556800697,6.408707641641341,37.98756259756337
12.197193374768059,6.511949885003352,33.48789718725658
12.601005393114814,6.615192128365363,30.144918046594206
13.059851759286238,6.7184343717273745,27.771122887776457
13.570290843573082,6.821676615089386,26.232942989637596
14.124884276185231,6.924918858451395,25.44368231500334
14.712208924736835,7.0281611018134065,25.358861334176257
15.317553800169797,7.131403345175418,25.9738250255699
15.924276765847173,7.234645588537429,27.323539820201766
16.51558406408933,7.33788783189944,29.48459482863212
17.07634403917503,7.4411300752614515,32.57952701705689
17.594533702827544,7.544372318623463,36.78370376112996
18.06204985271124,7.647614561985474,42.33511686056078
18.47482542317003,7.750856805347485,49.5475641598423
18.832379011176197,7.854099048709497,58.82780333918333
19.13702109835282,7.957341292071508,70.69730921518071
19.392977048462352,8.06058353543352,85.81927535321748
19.60552324312545,8.16382577879553,105.03085214319519
19.780345502871118,8.267068022157542,129.380043244395
19.923052776906243,8.370310265519553,160.16374731913575
20.038875313485526,8.473552508881564,198.95859177655248
20.132503802721946,8.576794752243575,247.62567876144374
20.208030132462415,8.680036995605587,308.25063884099444
20.268954772489035,8.783279238967598,382.945885198917
20.31823356772697,8.88652148232961,473.38989548710487
20.35834471467613,8.98976372569162,579.9236187373451
20.391363463261115,9.093005969053632,700.0379835110773
20.419037222206086,9.196248212415643,826.3542703419038
20.442857367542683,9.299490455777653,944.9833535680359
20.46412647538681,9.402732699139664,1036.325119897137
20.484021261831433,9.505974942501675,1080.4687846899888
20.503652508621098,9.609217185863686,1066.10368835848
20.52412391229817,9.712459429225698,996.8064596102544
20.546592286753338,9.815701672587709,888.9939298981847
20.57233200008049,9.91894391594972,763.4814208545503
20.602807032826856,10.022186159311731,637.6629489205337
20.639754688697394,10.125428402673743,522.3537536082295
20.685285852211642,10.228670646035754,422.4285071716677
20.742007865046464,10.331912889397765,338.8333403344519
20.813177705977882,10.435155132759776,270.43319245095955
20.902895378422826,10.538397376121788,215.2394538493555
21.016350481489084,10.641639619483799,171.0885404471696
21.160139234261063,10.74488186284581,135.9627824712388
21.342675302998337,10.848124106207822,108.11207866017396
21.574726527252594,10.951366349569833,86.0764168176561
21.870122454832313,11.054608592931844,68.66469222756653
22.246696754449875,11.157850836293855,54.9179689457565
22.72755786265731,11.261093079655867,44.070387432494506
23.34282707674884,11.364335323017878,35.51328148209224
24.132056973159724,11.46757756637989,28.764373743953957
25.14766473319427,11.570819809741899,23.44224550599278
26.45992226789829,11.67406205310391,19.245594389935082
28.164423110040417,11.777304296465921,15.936583525513157
30.393549292330174,11.880546539827932,13.327543664809772
33.33491524194306,11.983788783189944,11.270449152754301
37.26211738933462,12.087031026551955,9.648555857483634
42.58890914852472,12.190273269913966,8.369802478769644
49.97071660930125,12.293515513275977,7.36159701271841
60.51024820096609,12.396757756637989,6.5667018380541755
76.21770612859841,12.5,5.939986847853445
