V (mL),pH,H_2O,H_3PO_4,H_2PO_4^{-}
1e-08,2.279017907160893,-1.0559437141605841e-10,-0.14214236269158695,-5.984188274494113e-06
1.6482772671317432,2.3822601505229044,-1.5833924673314833e-10,-0.16197511038795948,-9.450750456542076e-06
3.0768700480591398,2.4855023938849157,-2.3769279244240994e-10,-0.1801786891266517,-1.4768607326174216e-05
4.307007189867786,2.5887446372469265,-3.580773423085414e-10,-0.19632317420192322,-2.2924795415782413e-05
5.357833748418671,2.6919868806089378,-5.423092085326889e-10,-0.21024849344674332,-3.5471234800035595e-05
6.247561521406933,2.795229123970949,-8.265958112185116e-10,-0.2219981985967668,-5.486265643810218e-05
6.994028631275216,2.8984713673329603,-1.2685279089665195e-09,-0.2317433073692235,-8.499651264131827e-05
7.614748471229854,3.0017136106949716,-1.959879630581508e-09,-0.23971714035010072,-0.00013207642112041755
8.126643833326288,3.104955854056983,-3.0471121270544036e-09,-0.24616895490010451,-0.00020599396980831638
8.54566878818381,3.208198097418994,-4.764201094344073e-09,-0.2513348052439746,-0.00032253945323659994
8.886466047136373,3.3114403407810054,-7.48512409939524e-09,-0.2554209483047838,-0.0005069344643113034
9.162136558294845,3.4146825841430166,-1.180757070466616e-08,-0.25859469853470624,-0.0007994626202075704
9.384140130542692,3.5179248275050274,-1.868587511652415e-08,-0.2609783541893808,-0.0012644055011487175
9.562310689742269,3.6211670708670387,-2.964060434214717e-08,-0.262642582087532,-0.0020041207721115126
9.704954965842314,3.72440931422905,-4.708509292672402e-08,-0.26359605323875246,-0.0031809547070049903
9.819002074034081,3.827651557591061,-7.482415930191987e-08,-0.26376815666323733,-0.005050667047810984
9.910176896177505,3.930893800953072,-1.1879040936817061e-07,-0.2629816244688967,-0.008011692432037542
9.983177736991589,4.034136044315083,-1.880677939501105e-07,-0.26091284575854345,-0.01267343500024882
10.041845873531498,4.137378287677095,-2.9615790082283897e-07,-0.2570418098899846,-0.019940344962517186
10.089320297191238,4.240620531039106,-4.6216521490641066e-07,-0.25060552856608165,-0.031089598230818166
10.128174993343062,4.343862774401117,-7.109613689985624e-07,-0.24059481297641336,-0.04777868121311216
10.160538740910825,4.447105017763128,-1.0704142950940597e-06,-0.2258751557814348,-0.07185399598270009
10.188198989151296,4.55034726112514,-1.563131802846592e-06,-0.2055385937283123,-0.10479012934895457
10.21269221257441,4.65358950448715,-2.1920568995235945e-06,-0.17951263204389942,-0.14671890117806155
10.23538352107861,4.756831747849161,-2.926001866584107e-06,-0.14916728562459436,-0.19546270977954236
