V (mL),pH,H3PO4
1e-08,2.6318663164263643,0.002280935392001875
0.9009250273843297,2.73154443444226,0.002722601197659797
1.7596421084130904,2.831222552458155,0.003213154026502871
2.587362906517204,2.9309006704740503,0.0037462389927298166
3.38860317836617,3.0305787884899456,0.004312008298460752
4.16221243266923,3.130256906505841,0.00489763572419905
4.90290088604159,3.229935024521736,0.005488384529418764
5.603097180903339,3.3296131425376316,0.0060690676816452715
6.254847281794534,3.429291260553527,0.0066256095372270885
6.851433686525933,3.528969378569422,0.007146383230584517
7.38847348327663,3.6286474965853173,0.00762307583567508
7.864405670986746,3.7283256146012125,0.008050984859927276
8.280433603256256,3.828003732617108,0.00842880535411138
8.640090021445443,3.9276818506330033,0.008758069143084982
8.948620199481903,4.027359968648899,0.009042426487657265
9.212348655500763,4.127038086664794,0.0092869311843431
9.438137418881585,4.22671620468069,0.009497433359921441
9.632986039779546,4.326394322696585,0.009680127056532392
9.803780213530509,4.42607244071248,0.009841256942596596
9.95717041631777,4.525750558728375,0.009986963478425112
10.09955097358128,4.625428676744271,0.010123235282245915
10.237108014805834,4.7251067947601655,0.010255935797726693
10.37590682619112,4.824784912776061,0.010390873686341926
10.521991702004339,4.924463030791957,0.0105338891721614
10.681472544101323,5.024141148807852,0.010690929889190053
10.860571474569793,5.123819266823747,0.010868088936977372
11.065600055832624,5.223497384839643,0.011071575292192028
11.30283503523437,5.323175502855537,0.011307584136809384
11.578260998307075,5.422853620871433,0.011582035202968908
11.897156610839563,5.522531738887328,0.011900155588212238
12.263522748313832,5.622209856903223,0.012265905159327708
12.679389780801248,5.721887974919119,0.012681281669300376
13.144095975843136,5.821566092935014,0.013145597435575926
13.653687176116774,5.921244210950909,0.013654877645436745
14.200624806655041,6.0209223289668055,0.01420156727080588
14.77397390540248,6.120600446982699,0.014774718228561374
15.360155319369504,6.220278564998595,0.015360740882639544
15.944198409922695,6.319956683014491,0.01594465619478319
16.511273704105786,6.419634801030385,0.016511627931512417
17.048188805958002,6.519312919046281,0.017048458217790968
17.544543187053122,6.618991037062177,0.017544742037697146
17.99335198432785,6.7186691550780715,0.017993490730047544
18.391109021414195,6.818347273093967,0.018391195079041498
18.737398788498222,6.918025391109862,0.018737436710937545
19.034235926643856,7.017703509125758,0.019034227721182774
19.285315347836544,7.117381627141653,0.019285260581854823
19.4953102189061,7.217059745157548,0.019495205996679997
19.669296519054804,7.316737863173444,0.019669137328363274
19.812330963105378,7.416415981189339,0.019812108383469824
19.92917425349539,7.516094099205234,0.019928876510580926
20.024133892289306,7.61577221722113,0.020023745234868818
20.100995674146088,7.715450335237025,0.020100495540646784
20.163015246758686,7.81512845325292,0.02016237717727991
20.212946621572563,7.914806571268816,0.02021213685779407
20.253090641219835,8.01448468928471,0.02025206634010011
20.285351843725493,8.114162807300605,0.020284058810444493
20.31129643392566,8.213840925316502,0.020309666254071296
20.332207165819163,8.313519043332397,0.020330153585002165
20.34913304145387,8.413197161348291,0.020346547400670916
20.362933080290972,8.512875279364188,0.020359678565322566
20.374314227670244,8.612553397380083,0.020370218627935057
20.38386392873797,8.712231515395978,0.020378710521976987
20.39207812596673,8.811909633411872,0.020385594205678714
20.399385536142688,8.911587751427769,0.020391227973510857
20.406169088534142,9.011265869443664,0.020395906162952164
20.41278540074879,9.110943987459558,0.020399873934474955
20.419583159106764,9.210622105475455,0.020403339741294428
20.426921273701033,9.31030022349135,0.020406486043437828
20.435187706903868,9.409978341507244,0.02040947876662108
20.444819937542697,9.509656459523141,0.02041247596517525
20.45632813035549,9.609334577539034,0.02041563612277132
20.470322241661325,9.70901269555493,0.02041912651702202
20.487544519820876,9.808690813570827,0.02042313208618282
20.50890916921202,9.90836893158672,0.020427865270619967
20.535551360857138,10.008047049602617,0.020433577361969945
20.568888321143127,10.107725167618511,0.020440571984043962
20.610695953058695,10.207403285634406,0.020449221458835546
20.663205398779397,10.307081403650303,0.02045998698894416
20.729225218181604,10.406759521666197,0.020473443829367714
20.81229654909088,10.506437639682092,0.02049031294862624
20.91689089726822,10.606115757697989,0.02051150112314951
21.048663321259795,10.705793875713884,0.020538152016412944
21.21477809512364,10.805471993729778,0.020571711635316844
21.424330009232296,10.905150111745675,0.020614012737311498
21.688893174502045,11.00482822976157,0.02066738444823323
22.023241905859354,11.104506347777464,0.02073479580476063
22.44630720524813,11.20418446579336,0.020820045580515072
22.982461228558964,11.303862583809256,0.020928016291610636
23.663267144482685,11.40354070182515,0.02106501889232154
24.52990381884663,11.503218819841045,0.021239268427630666
25.636593177251722,11.602896937856942,0.021461553500996784
27.05555873994887,11.702575055872837,0.02174620067741323
28.884395366204092,11.802253173888731,0.022112501993470528
31.257370003552627,11.901931291904628,0.02258689585096293
34.36338936223593,12.00160940992052,0.023206423898287348
38.47580268371457,12.101287527936417,0.024024451628594394
44.004374082222654,12.200965645952314,0.025120629286121993
51.59155616101421,12.300643763968207,0.026619329311543774
62.30464484610837,12.400321881984103,0.028726439597033707
78.05768362328295,12.5,0.031810163758791414
