V (mL),pH,H3PO4
1e-08,2.6318663164263643,-0.00024511584674199527
0.9009250273843297,2.73154443444226,-0.0003093183349430437
1.7596421084130904,2.831222552458155,-0.00038041135371891656
2.587362906517204,2.9309006704740503,-0.00045860743133731047
3.38860317836617,3.0305787884899456,-0.0005454342359824399
4.16221243266923,3.130256906505841,-0.0006438037533282455
4.90290088604159,3.229935024521736,-0.0007579303669350148
5.603097180903339,3.3296131425376316,-0.0008932596046263046
6.254847281794534,3.429291260553527,-0.0010564828489613776
6.851433686525933,3.528969378569422,-0.0012556313198630283
7.38847348327663,3.6286474965853173,-0.0015001867432080443
7.864405670986746,3.7283256146012125,-0.00180109371883035
8.280433603256256,3.828003732617108,-0.002170477058155333
8.640090021445443,3.9276818506330033,-0.0026207271690560775
8.948620199481903,4.027359968648899,-0.0031624069629600684
9.212348655500763,4.127038086664794,-0.0038002118144041274
9.438137418881585,4.22671620468069,-0.004526230389547519
9.632986039779546,4.326394322696585,-0.005310640452015451
9.803780213530509,4.42607244071248,-0.006092687431954315
9.95717041631777,4.525750558728375,-0.0067793881590837175
10.09955097358128,4.625428676744271,-0.007262012733897433
10.237108014805834,4.7251067947601655,-0.007452626897074663
10.37590682619112,4.824784912776061,-0.007323286339769785
10.521991702004339,4.924463030791957,-0.0069189987166812725
10.681472544101323,5.024141148807852,-0.0063339961780097065
10.860571474569793,5.123819266823747,-0.005671528654548291
11.065600055832624,5.223497384839643,-0.0050140806076857105
11.30283503523437,5.323175502855537,-0.0044135768828565455
11.578260998307075,5.422853620871433,-0.003895438648718373
11.897156610839563,5.522531738887328,-0.0034673249086231233
12.263522748313832,5.622209856903223,-0.003127128568311148
12.679389780801248,5.721887974919119,-0.0028685621594892637
13.144095975843136,5.821566092935014,-0.002684528968978282
13.653687176116774,5.921244210950909,-0.0025689744277560137
14.200624806655041,6.0209223289668055,-0.0025178467325414284
14.77397390540248,6.120600446982699,-0.0025296016387668816
15.360155319369504,6.220278564998595,-0.002605519794188699
15.944198409922695,6.319956683014491,-0.002749995085316487
16.511273704105786,6.419634801030385,-0.002970889190260641
17.048188805958002,6.519312919046281,-0.003280015244517022
17.544543187053122,6.618991037062177,-0.0036938002572083745
17.99335198432785,6.7186691550780715,-0.004234173525552186
18.391109021414195,6.818347273093967,-0.004929738465361363
18.737398788498222,6.918025391109862,-0.005817282136996705
19.034235926643856,7.017703509125758,-0.006943715025949434
19.285315347836544,7.117381627141653,-0.008368528090364534
19.4953102189061,7.217059745157548,-0.01016688942763271
19.669296519054804,7.316737863173444,-0.012433519109318792
19.812330963105378,7.416415981189339,-0.015287498081224702
19.92917425349539,7.516094099205234,-0.018878168165854806
20.024133892289306,7.61577221722113,-0.023392242839845943
20.100995674146088,7.715450335237025,-0.029062125653592234
20.163015246758686,7.81512845325292,-0.03617513184525331
20.212946621572563,7.914806571268816,-0.04508264945471669
20.253090641219835,8.01448468928471,-0.056206925662675496
20.285351843725493,8.114162807300605,-0.07004053745218364
20.31129643392566,8.213840925316502,-0.08712878099015225
20.332207165819163,8.313519043332397,-0.1080170545567247
20.34913304145387,8.413197161348291,-0.13313342978377607
20.362933080290972,8.512875279364188,-0.1625647272033188
20.374314227670244,8.612553397380083,-0.1956884697041519
20.38386392873797,8.712231515395978,-0.23068273225088598
20.39207812596673,8.811909633411872,-0.26410699028022405
20.399385536142688,8.911587751427769,-0.29101091344589486
20.406169088534142,9.011265869443664,-0.306097405003115
20.41278540074879,9.110943987459558,-0.3058383439051338
20.419583159106764,9.210622105475455,-0.2902749464226437
20.426921273701033,9.31030022349135,-0.26299789850895583
20.435187706903868,9.409978341507244,-0.22932417089636337
20.444819937542697,9.509656459523141,-0.1941884066637812
20.45632813035549,9.609334577539034,-0.1610005752678544
20.470322241661325,9.70901269555493,-0.13155314760184406
20.487544519820876,9.808690813570827,-0.10644669007159563
20.50890916921202,9.90836893158672,-0.08558029980056814
20.535551360857138,10.008047049602617,-0.06851771641209045
20.568888321143127,10.107725167618511,-0.054709172235431
20.610695953058695,10.207403285634406,-0.043607263447176456
20.663205398779397,10.307081403650303,-0.03471855549498252
20.729225218181604,10.406759521666197,-0.027620584717801322
20.81229654909088,10.506437639682092,-0.02196203699057848
20.91689089726822,10.606115757697989,-0.017455764803108748
21.048663321259795,10.705793875713884,-0.013869517278102919
21.21477809512364,10.805471993729778,-0.011016657471669881
21.424330009232296,10.905150111745675,-0.008747807241845543
21.688893174502045,11.00482822976157,-0.006943710455437914
22.023241905859354,11.104506347777464,-0.005509309510482062
22.44630720524813,11.20418446579336,-0.004368910371072524
22.982461228558964,11.303862583809256,-0.003462275517138086
23.663267144482685,11.40354070182515,-0.0027414860830154405
24.52990381884663,11.503218819841045,-0.002168431332876512
25.636593177251722,11.602896937856942,-0.0017128048145739667
27.05555873994887,11.702575055872837,-0.0013505073068989554
28.884395366204092,11.802253173888731,-0.0010623751693179457
31.257370003552627,11.901931291904628,-0.0008331684060558407
34.36338936223593,12.00160940992052,-0.0006507657487740128
38.47580268371457,12.101287527936417,-0.0005055246536446973
44.004374082222654,12.200965645952314,-0.00038977266756452464
51.59155616101421,12.300643763968207,-0.0002974034979962487
62.30464484610837,12.400321881984103,-0.0002235566273838385
78.05768362328295,12.5,-0.00016436368628059664
