V (mL),pH,NaOH M
1e-08,2.6318663164263643,1.0501170419235035e-08
0.9009250273843297,2.73154443444226,1.0049070599532814
1.7596421084130904,2.831222552458155,2.0529927887026824
2.587362906517204,2.9309006704740503,3.1306940700141688
3.38860317836617,3.0305787884899456,4.246729434882183
4.16221243266923,3.130256906505841,5.43107201243446
4.90290088604159,3.229935024521736,6.73112559652127
5.603097180903339,3.3296131425376316,8.20834222869307
6.254847281794534,3.429291260553527,9.936653155242928
6.851433686525933,3.528969378569422,12.002575717303465
7.38847348327663,3.6286474965853173,14.506069039204103
7.864405670986746,3.7283256146012125,17.56071317241811
8.280433603256256,3.828003732617108,21.291065950259735
8.640090021445443,3.9276818506330033,25.82373341009956
8.948620199481903,4.027359968648899,31.266643369537896
9.212348655500763,4.127038086664794,37.66881114919117
9.438137418881585,4.22671620468069,44.953043675815195
9.632986039779546,4.326394322696585,52.822869942332204
9.803780213530509,4.42607244071248,60.672110765688586
9.95717041631777,4.525750558728375,67.57150158559308
10.09955097358128,4.625428676744271,72.43306604444473
10.237108014805834,4.7251067947601655,74.37544822642013
10.37590682619112,4.824784912776061,73.11643499610872
10.521991702004339,4.924463030791957,69.10361817859093
10.681472544101323,5.024141148807852,63.277945390363975
10.860571474569793,5.123819266823747,56.67179595292857
11.065600055832624,5.223497384839643,50.11075108946324
11.30283503523437,5.323175502855537,44.11513696043302
11.578260998307075,5.422853620871433,38.94022279357827
11.897156610839563,5.522531738887328,34.66347144405249
12.263522748313832,5.622209856903223,31.264466984595295
12.679389780801248,5.721887974919119,28.680799440183954
13.144095975843136,5.821566092935014,26.841820457711723
13.653687176116774,5.921244210950909,25.68719877401928
14.200624806655041,6.0209223289668055,25.17655911468109
14.77397390540248,6.120600446982699,25.294553746216504
15.360155319369504,6.220278564998595,26.054052133826232
15.944198409922695,6.319956683014491,27.499035418810127
16.511273704105786,6.419634801030385,29.708149316756575
17.048188805958002,6.519312919046281,32.79954574779347
17.544543187053122,6.618991037062177,36.93751046921759
17.99335198432785,6.7186691550780715,42.341350016420826
18.391109021414195,6.818347273093967,49.297111553182816
18.737398788498222,6.918025391109862,58.17268157428923
19.034235926643856,7.017703509125758,69.43718589078112
19.285315347836544,7.117381627141653,83.68556438299451
19.4953102189061,7.217059745157548,101.6695437648453
19.669296519054804,7.316737863173444,124.33639532240805
19.812330963105378,7.416415981189339,152.87703856250516
19.92917425349539,7.516094099205234,188.78506420144515
20.024133892289306,7.61577221722113,233.9278779667271
20.100995674146088,7.715450335237025,290.6299412027995
20.163015246758686,7.81512845325292,361.76507492795446
20.212946621572563,7.914806571268816,450.8482068951062
20.253090641219835,8.01448468928471,562.1034423194737
20.285351843725493,8.114162807300605,700.4590798104692
20.31129643392566,8.213840925316502,871.3719495667319
20.332207165819163,8.313519043332397,1080.3018397102112
20.34913304145387,8.413197161348291,1331.5379117981556
20.362933080290972,8.512875279364188,1625.9600487655036
20.374314227670244,8.612553397380083,1957.3583070582927
20.38386392873797,8.712231515395978,2307.529587611826
20.39207812596673,8.811909633411872,2642.081230960176
20.399385536142688,8.911587751427769,2911.510819967689
20.406169088534142,9.011265869443664,3062.828591552633
20.41278540074879,9.110943987459558,3060.714279883424
20.419583159106764,9.210622105475455,2905.5322695614113
20.426921273701033,9.31030022349135,2633.1506490778734
20.435187706903868,9.409978341507244,2296.7207174478376
20.444819937542697,9.509656459523141,1945.5900980488946
20.45632813035549,9.609334577539034,1613.8712310582798
20.470322241661325,9.70901269555493,1319.5050184058352
20.487544519820876,9.808690813570827,1068.5119300681706
20.50890916921202,9.90836893158672,859.8945709526731
20.535551360857138,10.008047049602617,689.298737943124
20.568888321143127,10.107725167618511,551.2325228806233
20.610695953058695,10.207403285634406,440.2257289574408
20.663205398779397,10.307081403650303,351.3465212763811
20.729225218181604,10.406759521666197,280.3718860852482
20.81229654909088,10.506437639682092,223.78972533729774
20.91689089726822,10.606115757697989,178.7292339973338
21.048663321259795,10.705793875713884,142.8683357370772
21.21477809512364,10.805471993729778,114.34094382901642
21.424330009232296,10.905150111745675,91.65346655050112
21.688893174502045,11.00482822976157,73.61347589407032
22.023241905859354,11.104506347777464,59.27049665420016
22.44630720524813,11.20418446579336,47.867672587522165
22.982461228558964,11.303862583809256,38.80270670417493
23.663267144482685,11.40354070182515,31.59649034687072
24.52990381884663,11.503218819841045,25.868003716743996
25.636593177251722,11.602896937856942,21.314281928613376
27.05555873994887,11.702575055872837,17.694448026280238
28.884395366204092,11.802253173888731,14.816998994575652
31.257370003552627,11.901931291904628,12.529687496475736
34.36338936223593,12.00160940992052,10.71147161445346
38.47580268371457,12.101287527936417,9.26611038300951
44.004374082222654,12.200965645952314,8.117068136806147
51.59155616101421,12.300643763968207,7.20345918048845
62.30464484610837,12.400321881984103,6.476819227636386
78.05768362328295,12.5,5.898534680789632
