V (mL),pH,NaOH M
1e-08,2.6318663164263643,-9.771906461799811e-08
0.9009250273843297,2.73154443444226,-8.845130908484213
1.7596421084130904,2.831222552458155,-17.340655006515796
2.587362906517204,2.9309006704740503,-25.5737857653004
3.38860317836617,3.0305787884899456,-33.57312643117449
4.16221243266923,3.130256906505841,-41.31602552996431
4.90290088604159,3.229935024521736,-48.74195203302823
5.603097180903339,3.3296131425376316,-55.76988400912428
6.254847281794534,3.429291260553527,-62.31656668938692
6.851433686525933,3.528969378569422,-68.31225414106048
7.38847348327663,3.6286474965853173,-73.71139950678527
7.864405670986746,3.7283256146012125,-78.49732326670825
8.280433603256256,3.828003732617108,-82.68147778940707
8.640090021445443,3.9276818506330033,-86.29896519129275
8.948620199481903,4.027359968648899,-89.40225831029859
9.212348655500763,4.127038086664794,-92.05477852907717
9.438137418881585,4.22671620468069,-94.32540986482424
9.632986039779546,4.326394322696585,-96.28444952216732
9.803780213530509,4.42607244071248,-98.00106077381646
9.95717041631777,4.525750558728375,-99.542038703515
10.09955097358128,4.625428676744271,-100.97158964754958
10.237108014805834,4.7251067947601655,-102.35180594331432
10.37590682619112,4.824784912776061,-103.74353878727065
10.521991702004339,4.924463030791957,-105.20739851181666
10.681472544101323,5.024141148807852,-106.8046236038227
10.860571474569793,5.123819266823747,-108.59755035191942
11.065600055832624,5.223497384839643,-110.649388600747
11.30283503523437,5.323175502855537,-113.02298252117691
11.578260998307075,5.422853620871433,-115.77824011040715
11.897156610839563,5.522531738887328,-118.96799817804813
12.263522748313832,5.622209856903223,-122.63230580797189
12.679389780801248,5.721887974919119,-126.79149900884225
13.144095975843136,5.821566092935014,-131.4389862253482
13.653687176116774,5.921244210950909,-136.53524633159896
14.200624806655041,6.0209223289668055,-142.00490970857044
14.77397390540248,6.120600446982699,-147.73863939293207
15.360155319369504,6.220278564998595,-153.60065375941733
15.944198409922695,6.319956683014491,-159.44125419796242
16.511273704105786,6.419634801030385,-165.11215216649143
17.048188805958002,6.519312919046281,-170.48142876120056
17.544543187053122,6.618991037062177,-175.44508299616004
17.99335198432785,6.7186691550780715,-179.93327019322143
18.391109021414195,6.818347273093967,-183.91093194462135
18.737398788498222,6.918025391109862,-187.37391682819535
19.034235926643856,7.017703509125758,-190.34237488490675
19.285315347836544,7.117381627141653,-192.8532590962882
19.4953102189061,7.217059745157548,-194.95330537352393
19.669296519054804,7.316737863173444,-196.69327830743953
19.812330963105378,7.416415981189339,-198.1237506131943
19.92917425349539,7.516094099205234,-199.2923359119964
20.024133892289306,7.61577221722113,-200.2421171757156
20.100995674146088,7.715450335237025,-201.01096205959146
20.163015246758686,7.81512845325292,-201.6314390080497
20.212946621572563,7.914806571268816,-202.13110298692865
20.253090641219835,8.01448468928471,-202.53298093854048
20.285351843725493,8.114162807300605,-202.85614140076
20.31129643392566,8.213840925316502,-203.11627544588285
20.332207165819163,8.313519043332397,-203.3262470412519
20.34913304145387,8.413197161348291,-203.49659196936764
20.362933080290972,8.512875279364188,-203.63595794996075
20.374314227670244,8.612553397380083,-203.75148678029797
20.38386392873797,8.712231515395978,-203.8491439215982
20.39207812596673,8.811909633411872,-203.93400332057485
20.399385536142688,8.911587751427769,-204.01049628794303
20.406169088534142,9.011265869443664,-204.0826335848183
20.41278540074879,9.110943987459558,-204.1542099065135
20.419583159106764,9.210622105475455,-204.22899997314832
20.426921273701033,9.31030022349135,-204.31095562098997
20.435187706903868,9.409978341507244,-204.40441377108115
20.444819937542697,9.509656459523141,-204.51432604453865
20.45632813035549,9.609334577539034,-204.6465222094974
20.470322241661325,9.70901269555493,-204.80802171468943
20.487544519820876,9.808690813570827,-205.00741045838774
20.50890916921202,9.90836893158672,-205.25530388761456
20.535551360857138,10.008047049602617,-205.56492283773332
20.568888321143127,10.107725167618511,-205.95281565218832
20.610695953058695,10.207403285634406,-206.43976970104765
20.663205398779397,10.307081403650303,-207.05196836211778
20.729225218181604,10.406759521666197,-207.82246718335026
20.81229654909088,10.506437639682092,-208.7930873085903
20.91689089726822,10.606115757697989,-210.01685834029314
21.048663321259795,10.705793875713884,-211.56119127033972
21.21477809512364,10.805471993729778,-213.5120321757582
21.424330009232296,10.905150111745675,-215.9793505569042
21.688893174502045,11.00482822976157,-219.104471109107
22.023241905859354,11.104506347777464,-223.06999507530935
22.44630720524813,11.20418446579336,-228.11342885496774
22.982461228558964,11.303862583809256,-234.54623239655206
23.663267144482685,11.40354070182515,-242.7809756946843
24.52990381884663,11.503218819841045,-253.37093515340828
25.636593177251722,11.602896937856942,-267.0693111404204
27.05555873994887,11.702575055872837,-284.92035229272415
28.884395366204092,11.802253173888731,-308.4041582176222
31.257370003552627,11.901931291904628,-339.6753219048998
34.36338936223593,12.00160940992052,-381.97300845622766
38.47580268371457,12.101287527936417,-440.3607600081351
44.004374082222654,12.200965645952314,-523.1404778303104
51.59155616101421,12.300643763968207,-644.7511660071461
62.30464484610837,12.400321881984103,-832.2542637224166
78.05768362328295,12.5,-1141.5742636272269
